player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
shamela01,317.0,Landry Shamet,27.0,NYK,SG,50.0,0.0,762.0,106.0,230.0,0.461,62.0,156.0,0.397,44.0,74.0,0.595,0.596,12.0,18.0,0.667,11.0,50.0,61.0,27.0,23.0,2.0,22.0,52.0,286.0,0.0,
dowtije01,318.0,Jeff Dowtin Jr.,27.0,PHI,PG,41.0,3.0,621.0,112.0,230.0,0.487,28.0,70.0,0.4,84.0,160.0,0.525,0.548,33.0,45.0,0.733,12.0,48.0,60.0,78.0,24.0,12.0,15.0,29.0,285.0,0.0,
okogijo01,319.0,Josh Okogie,26.0,2TM,SG,40.0,7.0,625.0,94.0,212.0,0.443,32.0,92.0,0.348,62.0,120.0,0.517,0.519,63.0,85.0,0.741,45.0,68.0,113.0,33.0,48.0,18.0,31.0,47.0,283.0,0.0,
okogijo01,319.0,Josh Okogie,26.0,PHO,SG,25.0,1.0,351.0,56.0,114.0,0.491,16.0,42.0,0.381,40.0,72.0,0.556,0.561,22.0,32.0,0.688,32.0,40.0,72.0,14.0,21.0,10.0,16.0,28.0,150.0,0.0,
okogijo01,319.0,Josh Okogie,26.0,CHO,SG,15.0,6.0,274.0,38.0,98.0,0.388,16.0,50.0,0.32,22.0,48.0,0.458,0.469,41.0,53.0,0.774,13.0,28.0,41.0,19.0,27.0,8.0,15.0,19.0,133.0,0.0,
simpskj01,320.0,KJ Simpson,22.0,CHO,PG,36.0,15.0,842.0,104.0,301.0,0.346,33.0,130.0,0.254,71.0,171.0,0.415,0.4,41.0,50.0,0.82,39.0,70.0,109.0,112.0,34.0,6.0,56.0,56.0,282.0,0.0,
eubandr01,321.0,Drew Eubanks,27.0,2TM,C,61.0,4.0,746.0,115.0,194.0,0.593,3.0,6.0,0.5,112.0,188.0,0.596,0.601,47.0,71.0,0.662,60.0,166.0,226.0,54.0,12.0,39.0,41.0,63.0,280.0,0.0,
eubandr01,321.0,Drew Eubanks,27.0,UTA,C,37.0,4.0,568.0,88.0,145.0,0.607,3.0,5.0,0.6,85.0,140.0,0.607,0.617,36.0,57.0,0.632,40.0,128.0,168.0,45.0,10.0,32.0,31.0,46.0,215.0,0.0,
eubandr01,321.0,Drew Eubanks,27.0,LAC,C,24.0,0.0,178.0,27.0,49.0,0.551,0.0,1.0,0.0,27.0,48.0,0.563,0.551,11.0,14.0,0.786,20.0,38.0,58.0,9.0,2.0,7.0,10.0,17.0,65.0,0.0,
willija07,322.0,Jaylin Williams,22.0,OKC,PF,47.0,9.0,784.0,97.0,221.0,0.439,61.0,153.0,0.399,36.0,68.0,0.529,0.577,23.0,30.0,0.767,48.0,214.0,262.0,120.0,22.0,29.0,35.0,79.0,278.0,3.0,
willibr03,323.0,Brandon Williams,25.0,DAL,PG,33.0,3.0,487.0,98.0,188.0,0.521,24.0,60.0,0.4,74.0,128.0,0.578,0.585,55.0,66.0,0.833,12.0,46.0,58.0,76.0,24.0,5.0,39.0,33.0,275.0,0.0,
martike04,324.0,KJ Martin,24.0,2TM,PF,43.0,16.0,912.0,111.0,201.0,0.552,15.0,58.0,0.259,96.0,143.0,0.671,0.59,37.0,47.0,0.787,30.0,95.0,125.0,48.0,17.0,22.0,24.0,101.0,274.0,0.0,
martike04,324.0,KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,61.0,99.0,0.616,8.0,21.0,0.381,53.0,78.0,0.679,0.657,24.0,29.0,0.828,21.0,51.0,72.0,19.0,11.0,16.0,12.0,62.0,154.0,0.0,
martike04,324.0,KJ Martin,24.0,UTA,SF,19.0,9.0,432.0,50.0,102.0,0.49,7.0,37.0,0.189,43.0,65.0,0.662,0.525,13.0,18.0,0.722,9.0,44.0,53.0,29.0,6.0,6.0,12.0,39.0,120.0,0.0,
micicva01,325.0,Vasilije Micić,31.0,2TM,PG,41.0,16.0,785.0,95.0,273.0,0.348,45.0,125.0,0.36,50.0,148.0,0.338,0.43,34.0,41.0,0.829,20.0,69.0,89.0,128.0,15.0,0.0,77.0,45.0,269.0,0.0,
micicva01,325.0,Vasilije Micić,31.0,CHO,PG,36.0,16.0,764.0,95.0,273.0,0.348,45.0,125.0,0.36,50.0,148.0,0.338,0.43,34.0,41.0,0.829,20.0,67.0,87.0,127.0,15.0,0.0,74.0,44.0,269.0,0.0,
micicva01,325.0,Vasilije Micić,31.0,PHO,PG,5.0,0.0,21.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,
balllo01,326.0,Lonzo Ball,27.0,CHI,PG,35.0,14.0,777.0,89.0,243.0,0.366,67.0,195.0,0.344,22.0,48.0,0.458,0.504,22.0,27.0,0.815,25.0,93.0,118.0,115.0,47.0,17.0,41.0,55.0,267.0,0.0,
evbuoto01,327.0,Tosan Evbuomwan,23.0,BRK,SF,28.0,0.0,665.0,94.0,220.0,0.427,24.0,77.0,0.312,70.0,143.0,0.49,0.482,55.0,73.0,0.753,32.0,88.0,120.0,55.0,24.0,10.0,39.0,55.0,267.0,0.0,
howarje01,328.0,Jett Howard,21.0,ORL,SF,60.0,0.0,701.0,98.0,262.0,0.374,55.0,186.0,0.296,43.0,76.0,0.566,0.479,16.0,23.0,0.696,20.0,50.0,70.0,44.0,13.0,11.0,36.0,68.0,267.0,0.0,
gordoer01,329.0,Eric Gordon,36.0,PHI,SG,39.0,13.0,768.0,87.0,204.0,0.426,56.0,137.0,0.409,31.0,67.0,0.463,0.564,36.0,48.0,0.75,8.0,38.0,46.0,65.0,26.0,12.0,28.0,32.0,266.0,0.0,
waterli01,330.0,Lindy Waters III,27.0,2TM,SG,52.0,9.0,778.0,92.0,249.0,0.369,64.0,186.0,0.344,28.0,63.0,0.444,0.498,8.0,11.0,0.727,20.0,90.0,110.0,52.0,27.0,11.0,20.0,62.0,256.0,0.0,
waterli01,330.0,Lindy Waters III,27.0,GSW,SG,38.0,9.0,655.0,76.0,205.0,0.371,49.0,148.0,0.331,27.0,57.0,0.474,0.49,8.0,11.0,0.727,16.0,80.0,96.0,42.0,22.0,10.0,17.0,55.0,209.0,0.0,
